"","Cyp79A2_rep1","Cyp79A2_rep2","Cyp79A2_rep3","WT-PAOx_rep1","WT-PAOx_rep2","WT-PAOx_rep3","WT_rep1","WT_rep2","WT_rep3"
"AT3G25690",128.2412,93.98479,98.9846,121.9493,111.1422,124.8729,92.5638,108.8333,103.8707
"AT3G25700",3.177552,6.227783,4.791592,11.09683,8.166934,5.921822,6.839728,5.741518,4.382486
"AT3G25710",4.197755,6.467661,4.904776,4.258514,5.332145,2.7444,4.871094,4.730382,6.804759
"AT3G25717",60.37925,45.8219,48.00762,20.56192,22.17183,17.96722,43.29794,47.38925,50.05408
"AT3G25730",2.807544,1.71919,1.526347,4.911596,6.411843,5.558078,1.90412,1.627221,2.73165
"AT3G25740",25.29635,21.96782,23.94424,12.52056,11.70437,12.52382,28.50186,26.83466,29.31215
"AT3G25760",141.5347,130.5403,126.729,632.9174,448.2438,633.2882,257.2714,148.6648,232.6952
"AT3G25770",331.1874,257.0101,247.1685,918.3845,833.7495,974.0453,446.2846,291.1669,407.6833
"AT3G25780",8.63917,3.808919,4.235473,67.30276,42.90174,46.3153,12.15369,5.706218,11.29406
"AT3G25795",0.5793969,0.3162714,0.2924947,0.2647159,0.3880122,0.07988234,0,0.5102597,0.25466
"AT3G25800",26.25487,31.73063,31.91791,27.60113,22.65301,27.84171,30.57032,30.01449,30.70586
"AT3G25805",21.37865,19.68105,19.7246,19.48252,22.22586,23.29481,18.87953,21.07984,17.50471
"AT3G25840",24.28423,20.07638,23.45006,19.65986,18.64791,19.71763,19.46478,21.71952,23.65733
"AT3G25860",28.45186,38.29518,38.46595,41.37168,47.1384,45.78277,38.46761,39.53026,34.08988
"AT3G25870",5.135563,5.471855,6.979988,5.158951,3.611159,4.479765,5.224526,4.058884,5.570686
"AT3G25880",3.641923,2.174366,3.217442,1.94125,0.4268134,0.8787057,1.444955,2.33869,4.201889
"AT3G25882",6.982058,8.037825,5.693788,3.817064,2.014176,1.727792,6.250647,2.943071,6.793316
"AT3G25890",16.1674,13.02148,12.88272,10.13845,8.831459,6.424833,13.03266,9.817845,12.53998
"AT3G25900",3.499286,3.20902,2.844115,6.341747,5.052396,3.985053,4.81299,4.81777,5.95729
"AT3G25905",0.7913947,1.965569,1.817801,0.3374689,1.632349,0.3055103,0.6698465,0.9757449,1.460922
"AT3G25910",48.58903,36.52935,35.00959,26.90841,30.94186,31.72911,40.65902,37.96088,44.78317
"AT3G25920",221.31,206.4526,233.4613,330.047,393.1316,361.1762,187.1756,163.1548,167.6955
"AT3G25940",12.96278,4.798346,5.296509,10.88251,6.836249,6.411573,8.057459,7.824702,10.13676
"AT3G25970",0.5447321,0.7371782,0.4010344,0.3871438,0.5107169,0.1752405,0.6723911,0.5596865,0.8379836
"AT3G25980",11.33498,8.393692,8.538937,6.93176,7.496695,6.444919,9.296583,11.37532,10.36312
"AT3G25990",1.672312,1.064996,1.292722,0.2971301,0.3266429,0.4034873,1.253277,1.002296,0.7860677
"AT3G26000",20.61411,18.36606,19.36544,14.40396,14.38992,13.70961,18.31181,17.11178,14.94523
"AT3G26020",15.38088,14.6191,10.89779,9.246376,9.288355,9.22641,14.84574,16.63488,15.89263
"AT3G26030",40.0363,30.76511,31.93062,24.09943,25.50808,26.42826,32.43626,30.31748,32.5755
"AT3G26040",0.8625608,0.8239702,0.7620257,0.6130262,0.9434823,1.248687,1.444955,0.3692669,1.326912
"AT3G26050",1.782541,1.209878,0.9531553,1.050161,0.5717373,0.8601658,0.794087,1.060329,1.250808
"AT3G26060",222.0602,183.9897,193.5078,254.789,267.838,253.9072,203.7811,214.2653,181.9583
"AT3G26070",197.5107,193.0897,175.4947,138.9118,155.461,162.2588,214.4033,228.2242,227.3148
"AT3G26080",25.37486,21.46681,22.99636,24.65539,25.72167,20.37763,22.09181,23.08912,19.58961
"AT3G26085",24.00154,27.57785,28.43136,31.92971,32.83505,30.4067,24.32102,27.02229,23.2976
"AT3G26090",14.00376,10.90192,10.22846,8.46358,5.479162,5.214465,10.20801,12.74546,10.96918
"AT3G26100",33.68171,38.02151,40.83567,17.69313,20.70028,20.58366,34.12613,31.01842,37.06498
"AT3G26115",6.303329,6.084043,4.988582,3.639843,4.493853,4.118933,4.237608,4.924742,6.026748
"AT3G26125",0.6467438,1.179453,0.4674789,0.5641085,0.6063585,0.7376589,1.430736,0.9061345,0.422084
"AT3G26170",25.8194,21.49571,16.64462,2.701658,1.991796,2.374047,19.63786,21.56929,21.21422
"AT3G26180",78.57325,67.01464,62.40078,16.4265,21.50739,19.3075,65.53095,62.73353,64.14994
"AT3G26200",12.76468,9.003712,6.375973,7.234573,13.432,16.37363,26.32667,14.33255,27.45234
"AT3G26210",14.362,8.640112,6.586163,3.623147,3.49478,5.131662,10.14948,6.983887,14.7291
"AT3G26220",10.24707,7.786402,7.972574,1.737903,2.019696,2.472363,8.993567,6.879338,8.777393
"AT3G26230",15.43521,9.864378,10.56323,5.851891,7.7962,8.91694,11.788,13.6253,13.04282
"AT3G26240",6.741802,5.942653,6.007141,5.73738,5.995282,6.590293,5.387967,5.172865,5.756826
"AT3G26280",49.64301,52.80966,49.43152,12.67992,11.62269,17.89234,53.64563,52.66971,56.58151
"AT3G26290",108.4494,90.98555,80.24017,36.31765,29.72958,37.82714,90.35866,117.2402,123.8547
"AT3G26300",40.19927,35.66655,31.94563,24.81777,24.50982,23.81801,34.11939,42.80596,39.72644
"AT3G26310",19.97242,14.03573,14.8911,12.06985,12.16546,12.58426,13.45933,18.49479,18.65643
"AT3G26320",4.83409,2.794993,2.678713,5.560266,4.830403,5.893116,3.835908,2.221989,2.152664
"AT3G26330",1.180982,1.748625,1.7215,6.106124,5.314737,6.553658,1.374447,2.790827,3.149038
"AT3G26340",14.34437,15.34364,18.43958,17.30642,16.1867,19.06626,14.99481,14.82641,16.12046
"AT3G26350",0.8033654,0.4263463,1.104024,0.4757965,1.422711,0.8614762,0.7555319,0.3668533,0.7323554
"AT3G26360",8.727572,13.33937,14.47171,14.02771,13.34391,8.034234,12.21717,9.518994,10.18997
"AT3G26370",19.54816,17.26511,18.57232,15.97185,16.98972,15.92818,20.00292,20.52462,21.80383
"AT3G26380",19.05848,19.25695,18.43141,7.882975,6.685171,8.070985,17.04408,19.26512,18.91366
"AT3G26400",13.77102,13.58979,15.48394,15.65133,13.44462,14.44373,13.42604,16.02003,13.53942
"AT3G26410",4.120196,4.049943,3.956489,4.392366,5.486459,5.071356,4.485587,4.60142,4.041792
"AT3G26430",0.2116393,0.1444076,0.02671026,0.1933883,0.05669248,0.1167161,0.1599412,0.155321,0.2170489
"AT3G26440",4.391705,2.252172,1.796976,0.4435399,0.4334179,0.8030725,2.298792,0.7124636,2.370505
"AT3G26445",10.44375,5.627771,7.333875,7.993381,10.79587,6.719514,5.666489,9.90504,8.513632
"AT3G26450",156.8966,119.6757,122.9342,210.0218,210.4157,214.7294,108.7698,161.9773,166.311
"AT3G26460",0.5550101,0.5301792,0.9806427,0.4437545,0.6504413,0.2678203,0.4404071,1.283055,1.280692
"AT3G26470",1.052,0.4396586,0.7551252,2.313078,1.602752,1.142197,1.599984,0.9457701,1.14632
"AT3G26480",0.9164317,0.6366771,0.6624145,0.8437458,0.663932,0.2010111,0.6610904,0.9415903,1.836992
"AT3G26490",8.467162,6.718754,6.548232,3.114569,2.942042,3.028476,7.727686,7.448867,5.937021
"AT3G26500",4.522493,3.780139,3.218499,2.87935,3.71008,4.485903,3.123457,1.61342,3.993911
"AT3G26510",31.37051,22.95346,25.8998,50.73887,58.00491,70.21387,26.02005,18.56885,25.74842
"AT3G26520",370.1434,551.362,552.2461,1209.749,1290.467,1313.669,564.2662,489.1621,397.8092
"AT3G26539",13.41761,7.20974,15.55803,11.62196,6.289882,6.474674,7.098023,12.06272,6.880286
"AT3G26540",3.363973,2.996344,2.168675,1.502322,2.386745,1.316178,2.645305,3.176081,2.517537
"AT3G26550",0.4886642,0.4243651,0.3924621,0.04735856,0,0.04287365,0.1880053,0.09128716,0.1822381
"AT3G26560",16.92873,15.56703,15.38036,15.88891,14.04485,14.97033,16.3045,15.44353,18.03617
"AT3G26570",117.802,107.3225,109.5773,260.533,256.5981,263.1344,121.6143,147.5376,118.6382
